"Chain Type","Number of Redirects","Loop","Source","Temp Redirect in Chain","Address","Final Address","Final Indexability","Final Indexability Status","Final Content","Final Status Code","Final Status","Alt Text","Anchor Text","Link Path","Link Position","Content 1","Status Code 1","Status 1","Redirect Type 1","Redirect URL 1","Content 2","Status Code 2","Status 2","Redirect Type 2","Redirect URL 2","Content 3","Status Code 3","Status 3","Redirect Type 3","Redirect URL 3","Content 4","Status Code 4","Status 4","Redirect Type 4","Redirect URL 4","Content 5","Status Code 5","Status 5","Redirect Type 5","Redirect URL 5","Content 6","Status Code 6","Status 6","Redirect Type 6","Redirect URL 6","Content 7","Status Code 7","Status 7","Redirect Type 7","Redirect URL 7","Content 8","Status Code 8","Status 8","Redirect Type 8","Redirect URL 8","Content 9","Status Code 9","Status 9","Redirect Type 9","Redirect URL 9","Content 10","Status Code 10","Status 10","Redirect Type 10","Redirect URL 10"
"HTTP Redirect","1","false","https://offlimits.co.in/collections/men-shorts","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/men-sweatshirts","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/pages/store-gallery","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/pages/sitemap","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/casual-shoes-men","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/high-top-shoes-for-men","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/new-arrivals-2026/products/splash-mode-for-her-white-ocw-926-02","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/women-clothing","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/pages/privacy-policy","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/women","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/men-running-shoes","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/new-arrivals-2026/products/coast-big-tall-off-white-yellow-purple-ocm-878-02","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/women-bestsellers","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-black-silver-ocm-915-08","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/mens-bestsellers/products/baseline-23-milwaukee-bucks-beige-green-ocm-828-06","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/men-gym-training","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/women-running-gym","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/mens-bestsellers/products/unbound-teal-orm-855-06","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/pages/return-exchange","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
"HTTP Redirect","1","false","https://offlimits.co.in/collections/white-shoes-for-men","false","https://offlimits.co.in/collections/men-running-gym","https://offlimits.co.in/collections/mens-running-gym-shoes","Non-Indexable","Client Error","text/html; charset=UTF-8","429","Too Many Requests","","Running Gym Shoes For Men","//body/div[@id='nt_wrapper']/footer/div[@id='shopify-section-footer_top']/div/div/div[@class='popular-search']/div/ul[@class='category-items'][2]/li[8]/a","Footer","text/html; charset=utf-8","301","Moved Permanently","HTTP Redirect","https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=UTF-8","429","Too Many Requests","",""
